,0,1,2,3,4
data,_0010111111,_1010111111,_0100111111,_0011111111,_0110111111
diginetica,0.1731084515751887,11.986040342679386,0.0831320983561069,1.9625079128284275,0.0662453880222374
yoochoose1_64,23.170690671592222,16.7585558777208,27.00289565898438,4.371218499795375,2.057010820863366
