,0,1,2,3,4
data,_0010111111,_1010111111,_0100111111,_0011111111,_0110111111
diginetica,0.0,3.4641016151377544,0.0,0.5773502691896257,0.0
yoochoose1_64,6.244997998398398,4.509249752822894,7.234178138070235,1.1547005383792517,0.5773502691896257
