,0,1,2,3,4,5,6,7
data,_0110111111,_0110100111,_0110001111,_0110110111,_0110011111,_0110010111,_0110101111,_0110000111
diginetica,3.638365569568816,3.6391181310017897,3.650353722912925,3.647303429841995,3.661954577763875,3.656990384062132,3.645583338472578,3.608454414514395
yoochoose1_64,3.77132670879364,3.81980853650305,3.814374919264924,3.806875969234265,3.815891311814388,3.819866597463215,3.809101207349815,3.816942307914512
