,0,1,2,3,4,5,6,7
data,_0110111111,_0110100111,_0110001111,_0110110111,_0110011111,_0110010111,_0110101111,_0110000111
diginetica,0.0158170215597128,0.0107789208732873,0.0060573106881523,0.0090975289369164,0.0066874254672725,0.0073881974922802,0.0090701502717108,0.0174916248761487
yoochoose1_64,0.0109140398317511,0.0110528354930242,0.0057006567042802,0.0099670798554782,0.01227512286242,0.0110180500500654,0.0117763297069771,0.0094913622504725
