,0,1,2,3,4,5,6,7
data,_0110111111,_0110100111,_0110001111,_0110110111,_0110011111,_0110010111,_0110101111,_0110000111
diginetica,0.0,0.5773502691896257,0.5773502691896257,3.5118845842842465,0.0,1.5275252316519468,0.0,0.0
yoochoose1_64,1.0,7.810249675906654,0.0,2.081665999466133,0.0,1.0,0.5773502691896257,3.605551275463989
