,0,1,2,3,4,5,6,7
data,_0110111111,_0110100111,_0110001111,_0110110111,_0110011111,_0110010111,_0110101111,_0110000111
diginetica,51.25826876131217,50.631549792918655,50.20901367445396,50.33139456242392,51.18484022853021,50.48855738697481,51.05473002132004,49.692437505233386
yoochoose1_64,70.49208677710591,69.48250980953405,70.04543990840459,69.5814996362422,70.64414946271184,69.47714289121853,70.54456331174639,69.65425119563014
