,0,1,2,3,4,5,6,7
data,_0110111111,_0110100111,_0110001111,_0110110111,_0110011111,_0110010111,_0110101111,_0110000111
diginetica,0.0587410990525351,0.008375559787405,0.0272828548404673,0.1258413407617704,0.0292245620347488,0.099468239376339,0.012047946357095,0.0584273558112632
yoochoose1_64,0.0065232631366389,0.0739467546605248,0.0717683589159603,0.0300322616217202,0.0107726603491447,0.0073546692180321,0.0163389964021002,0.1382854337906549
