,0,1,2,3,4,5,6,7
data,_0110111111,_0110100111,_0110001111,_0110110111,_0110011111,_0110010111,_0110101111,_0110000111
diginetica,14.0,14.333333333333334,13.666666666666666,16.333333333333332,14.0,14.333333333333334,15.0,13.0
yoochoose1_64,18.0,21.0,17.0,21.33333333333333,16.0,22.0,16.666666666666668,20.0
