,0,1,2,3,4,5,6,7
data,_0110111111,_0110100111,_0110001111,_0110110111,_0110011111,_0110010111,_0110101111,_0110000111
diginetica,51.3663108613756,52.31587271822824,49.83584567043516,59.6071534898546,51.207756699456105,52.43240164915721,54.72189163499409,46.874060124821135
yoochoose1_64,67.85115889708202,80.18165766795477,64.89844635195203,81.24641445345348,61.039497851000895,84.06602599885728,63.58192728625403,76.39263107644187
