,0,1,2,3,4,5,6,7
data,_0110111111,_0110100111,_0110001111,_0110110111,_0110011111,_0110010111,_0110101111,_0110000111
diginetica,17.766899732968366,17.048235875093695,17.15178672925156,17.02122190575032,17.69401097280689,17.000195381981936,17.792994571128503,16.305686438410277
yoochoose1_64,30.59233056505413,30.39027983262565,30.33465206187419,30.01389187513901,30.787322231121845,29.930178169780984,30.76430313199509,30.264666485340623
