,0,1,2,3,4,5,6,7
data,_0110111111,_0110100111,_0110001111,_0110110111,_0110011111,_0110010111,_0110101111,_0110000111
diginetica,0.0367524369616488,0.0190761095090786,0.1071410855767687,0.0351735894873468,0.043215707757393,0.0173460489417257,0.0308760131218473,0.3340737811212788
yoochoose1_64,0.0512063217691816,0.1589244989687718,0.228477310084244,0.0500640576005647,0.0171221677764516,0.0357951449885089,0.0519407097401588,0.412371645007098
