,0,1,2,3,4,5,6,7
data,_0110111111,_0110100111,_0110001111,_0110110111,_0110011111,_0110010111,_0110101111,_0110000111
diginetica,4.3147246276074815,4.419655986256127,4.368486518743283,4.497134204293302,4.342171706572709,4.442798674092607,4.366736679186414,4.341732435825581
yoochoose1_64,3.926403237078285,4.142610639060428,4.048710178967845,4.179824248849818,3.915029862432842,4.179097767197983,3.919990548751478,4.112213310628018
