,0,1,2,3,4,5,6,7
data,_0110111111,_0110100111,_0110001111,_0110110111,_0110011111,_0110010111,_0110101111,_0110000111
diginetica,0.0059010241319879,0.0028178056475895,0.0093904939896641,0.0238047848893366,0.0087659810061964,0.012824216525195,0.0048382145002324,0.0567090052978919
yoochoose1_64,0.002231424433388,0.0319425425628462,0.0220679165947179,0.0100501909656455,0.0039893449326693,0.0011410189324083,0.0026940956760938,0.095720617220122
