,0,1,2,3,4,5,6,7
data,_0110111111,_0110100111,_0110001111,_0110110111,_0110011111,_0110010111,_0110101111,_0110000111
diginetica,0.0680809273210804,0.2088376859005085,0.1757924588141547,0.4730420730715139,0.1688587976364923,0.1980834420549881,0.0932002818223861,0.2175938361881895
yoochoose1_64,0.0600128597345575,0.4619719826001804,0.1110893033472416,0.0947705406165395,0.0318182441159534,0.1417283499716229,0.0233938545755201,0.6183258589958132
