,0,1,2,3,4
data,_0010111111,_1010111111,_0100111111,_0011111111,_0110111111
diginetica,0.0054181928432309,0.0215674367689859,0.0021007764943024,0.0083067198870857,0.0158196450698642
yoochoose1_64,0.0372181785921829,0.0198557440895111,0.0479393948880241,0.0103348456751983,0.0116232903579845
