,0,1,2,3,4
data,_0010111111,_1010111111,_0100111111,_0011111111,_0110111111
diginetica,0.0353402189639259,0.0423095173000908,0.0718046792966125,0.0508391666405049,0.0762067794538867
yoochoose1_64,0.0063927386162962,0.028377826344349,0.0272535826649863,0.0285386079206857,0.0839906629641004
