,0,1,2,3,4
data,_0010111111,_1010111111,_0100111111,_0011111111,_0110111111
diginetica,51.48177490934152,48.130470908774704,51.545541793073234,51.35681758162483,51.27694794947602
yoochoose1_64,70.60240676470238,69.37874938876764,70.4103903538588,70.80396436366239,70.57557217312485
