,0,1,2,3,4
data,_0010111111,_1010111111,_0100111111,_0011111111,_0110111111
diginetica,4.350325410304786,4.878162057561487,4.25168390708452,4.457711837766994,4.287259101022062
yoochoose1_64,3.890660597779217,4.224174018304496,3.8198137622290287,3.935296119912459,3.910271439530291
