,0,1,2,3,4,5,6,7
data,_0110011001,_0110011011,_0110011111,_0110011101,_0110011010,_0110011100,_0110011110,_0110011000
diginetica,50.87695567879526,50.92655214391993,51.33169729409416,51.17517857947994,50.653449530765904,51.07469742935724,51.09981771688792,50.90078774645257
yoochoose1_64,70.62327811370712,70.64176416568273,70.52488461125621,70.62506708647895,70.54873758154734,70.68529583646404,70.62685605925078,70.7270385344735
