,0,1,2,3,4,5,6,7
data,_0110011001,_0110011011,_0110011111,_0110011101,_0110011010,_0110011100,_0110011110,_0110011000
diginetica,0.0096824662941406,0.0258613105353619,0.0139128440116386,0.0132255835676738,0.0134882936830612,0.0099875807153857,0.050479829293175,0.0052324912995372
yoochoose1_64,0.0196380347628901,0.0367427714651397,0.0312402315743784,0.0232517221507705,0.0175577514515447,0.0084398953451197,0.0152698636842622,0.0161399286177657
