,0,1,2,3,4,5,6,7
data,_0110011001,_0110011011,_0110011111,_0110011101,_0110011010,_0110011100,_0110011110,_0110011000
diginetica,0.0994790211255274,0.0695907059008291,0.0629813054352333,0.1414741692502308,0.1026380645116932,0.0230533776071024,0.1947375612104087,0.0720511175529272
yoochoose1_64,0.0789583759372934,0.0958450962635415,0.0434171566049371,0.0263532145383702,0.0899896575230874,0.0849777759220073,0.0278873256075658,0.0591444246835949
