,0,1,2,3,4,5,6,7
data,_0110011001,_0110011011,_0110011111,_0110011101,_0110011010,_0110011100,_0110011110,_0110011000
diginetica,3.618911852286413,3.626451145074306,3.6329625839278816,3.633830196516855,3.633568034722255,3.633680901771936,3.637211558080856,3.630209014660273
yoochoose1_64,3.826128269661041,3.8355242788791664,3.831457381943861,3.830026931012118,3.835018997314649,3.841524329533178,3.843258599881773,3.8323280399753936
