,0,1,2,3,4,5,6,7
data,_0110011001,_0110011011,_0110011111,_0110011101,_0110011010,_0110011100,_0110011110,_0110011000
diginetica,0.0331263074038309,0.0368705029301918,0.042968703448136,0.0615638267518209,0.1328059314894011,0.0179629224136921,0.0465715487351398,0.0665134004194207
yoochoose1_64,0.1153518018674426,0.034979507056708,0.0120439023801577,0.0363139936907563,0.1472558251307468,0.0046262150464603,0.0297806186275343,0.0151728368661646
