,0,1,2,3,4,5,6,7
data,_0110011001,_0110011011,_0110011111,_0110011101,_0110011010,_0110011100,_0110011110,_0110011000
diginetica,0.0,0.5773502691896257,0.0,0.5773502691896257,0.0,0.5773502691896257,0.0,0.0
yoochoose1_64,0.0,2.886751345948129,3.7859388972001824,1.5275252316519468,0.5773502691896257,0.5773502691896257,1.0,0.0
