,0,1,2,3,4,5,6,7
data,_0110011001,_0110011011,_0110011111,_0110011101,_0110011010,_0110011100,_0110011110,_0110011000
diginetica,0.0095451838863846,0.008590131516259,0.0041430405560569,0.0118774223408588,0.0035276960139896,0.0083323105529617,0.0083179279638965,0.0029277141502047
yoochoose1_64,0.0077963028160776,0.0063726840911627,0.0010358350533871,0.0049913259171599,0.0109774999222358,0.0056180172746558,0.0015816417395817,0.0070210699427997
