,0,1,2,3,4,5,6,7
data,_0110011001,_0110011011,_0110011111,_0110011101,_0110011010,_0110011100,_0110011110,_0110011000
diginetica,0.0202542714233705,2.105038599569168,0.024737091276627,2.146448700859595,0.0195687416658312,2.0489150393842683,0.020510204676512,0.0695169601648687
yoochoose1_64,0.0533753561217856,10.930874108543676,14.521216859210965,5.828526897958838,2.144187064476606,2.178153518638296,3.9050934540966735,0.055088246911175
