,0,1,2,3,4,5,6,7
data,_0110011001,_0110011011,_0110011111,_0110011101,_0110011010,_0110011100,_0110011110,_0110011000
diginetica,47.028533812363946,49.57450279659696,50.8434602604972,49.63083603117201,47.22997510300743,49.60374559164047,50.90255190928777,47.14217564529843
yoochoose1_64,53.5461034019788,67.61664099958209,71.46982906526989,62.56796156565348,51.13239212963316,62.7212135248714,65.246126264996,53.67058362033632
