Key, duration,epoch,mrr, data
1, 167.42321014006933,10,30.209411031425056, y/64
2, 167.42321014006933,7,30.21253319476964, y/64
3, 167.42321014006933,7,30.21253319476964, y/64
4, 167.42321014006933,7,30.21253319476964, y/4
5, 167.42321014006933,7,30.21253319476964, y/4
6, 167.42321014006933,7,30.21253319476964, y/4
7, 167.42321014006933,7,30.21253319476964, d/4
