,0
0,5.792339124238694
1,4.501631309548466
2,3.98297163414678
3,3.8890710392653154
4,3.839591461892191
5,3.7584451202058444
6,3.750466428856232
7,3.7446550721573035
8,3.734420731248776
9,3.7336791594887657
10,3.73328767682643
11,3.7321193788656837
12,3.732062843626465
13,3.732036708335227
14,3.7319237704404657
15,3.731966763839557
16,3.731885878193472
17,3.731915628114047
18,3.7318576086724438
