Key,duration,epoch,hit,data
01010,86.4807936445872,7.8,70.29804286378763,yoochoose1_64
01110,89.59301198085149,9.4,70.46692189344877,yoochoose1_64
10110,114.82435827334724,12.6,69.49300511646211,yoochoose1_64
