Key,duration,epoch,mrr,data
01010,86.4807936445872,2.4,29.7710939293489,yoochoose1_64
01110,89.59301198085149,4.2,30.570939150268455,yoochoose1_64
10110,114.82435827334724,13.0,30.176374216167613,yoochoose1_64
